"cod_ibge","tipo","sexo","n"
210430,"40 a 44 anos","Mulher",313
210430,"35 a 39 anos","Mulher",330
210430,"30 a 34 anos","Mulher",324
210430,"25 a 29 anos","Mulher",462
210430,"20 a 24 anos","Mulher",555
210430,"15 a 19 anos","Mulher",544
210430,"10 a 14 anos","Mulher",637
210430,"5 a 9 anos","Mulher",558
210430,"0 a 4 anos","Mulher",529
210420,"Mais de 100 anos","Mulher",NA
210420,"95 a 99 anos","Mulher",4
210420,"90 a 94 anos","Mulher",27
210420,"85 a 89 anos","Mulher",46
210420,"80 a 84 anos","Mulher",64
210420,"75 a 79 anos","Mulher",88
210420,"70 a 74 anos","Mulher",145
210420,"65 a 69 anos","Mulher",182
210420,"60 a 64 anos","Mulher",249
210420,"55 a 59 anos","Mulher",305
210420,"50 a 54 anos","Mulher",331
210420,"45 a 49 anos","Mulher",372
210420,"40 a 44 anos","Mulher",393
210420,"35 a 39 anos","Mulher",427
210420,"30 a 34 anos","Mulher",516
210420,"25 a 29 anos","Mulher",532
210420,"20 a 24 anos","Mulher",588
210420,"15 a 19 anos","Mulher",802
210420,"10 a 14 anos","Mulher",852
210420,"5 a 9 anos","Mulher",784
210420,"0 a 4 anos","Mulher",779
210410,"Mais de 100 anos","Mulher",2
210410,"95 a 99 anos","Mulher",3
210410,"90 a 94 anos","Mulher",12
210410,"85 a 89 anos","Mulher",20
210410,"80 a 84 anos","Mulher",23
210410,"75 a 79 anos","Mulher",68
210410,"70 a 74 anos","Mulher",77
210410,"65 a 69 anos","Mulher",109
210410,"60 a 64 anos","Mulher",159
210410,"55 a 59 anos","Mulher",177
210410,"50 a 54 anos","Mulher",224
210410,"45 a 49 anos","Mulher",225
210410,"40 a 44 anos","Mulher",292
210410,"35 a 39 anos","Mulher",317
210410,"30 a 34 anos","Mulher",425
210410,"25 a 29 anos","Mulher",494
210410,"20 a 24 anos","Mulher",555
210410,"15 a 19 anos","Mulher",648
210410,"10 a 14 anos","Mulher",675
210410,"5 a 9 anos","Mulher",621
210410,"0 a 4 anos","Mulher",548
210409,"Mais de 100 anos","Mulher",NA
210409,"95 a 99 anos","Mulher",2
210409,"90 a 94 anos","Mulher",12
210409,"85 a 89 anos","Mulher",17
210409,"80 a 84 anos","Mulher",36
210409,"75 a 79 anos","Mulher",67
210409,"70 a 74 anos","Mulher",107
210409,"65 a 69 anos","Mulher",158
210409,"60 a 64 anos","Mulher",193
210409,"55 a 59 anos","Mulher",222
210409,"50 a 54 anos","Mulher",258
210409,"45 a 49 anos","Mulher",343
210409,"40 a 44 anos","Mulher",383
210409,"35 a 39 anos","Mulher",472
210409,"30 a 34 anos","Mulher",598
210409,"25 a 29 anos","Mulher",714
210409,"20 a 24 anos","Mulher",854
210409,"15 a 19 anos","Mulher",1072
210409,"10 a 14 anos","Mulher",1095
210409,"5 a 9 anos","Mulher",987
210409,"0 a 4 anos","Mulher",843
210408,"Mais de 100 anos","Mulher",1
210408,"95 a 99 anos","Mulher",2
210408,"90 a 94 anos","Mulher",3
210408,"85 a 89 anos","Mulher",11
210408,"80 a 84 anos","Mulher",22
210408,"75 a 79 anos","Mulher",36
210408,"70 a 74 anos","Mulher",54
210408,"65 a 69 anos","Mulher",78
210408,"60 a 64 anos","Mulher",90
210408,"55 a 59 anos","Mulher",116
210408,"50 a 54 anos","Mulher",133
210408,"45 a 49 anos","Mulher",173
210408,"40 a 44 anos","Mulher",182
210408,"35 a 39 anos","Mulher",205
210408,"30 a 34 anos","Mulher",332
210408,"25 a 29 anos","Mulher",345
210408,"20 a 24 anos","Mulher",381
210408,"15 a 19 anos","Mulher",515
210408,"10 a 14 anos","Mulher",586
210408,"5 a 9 anos","Mulher",564
210408,"0 a 4 anos","Mulher",573
210407,"Mais de 100 anos","Mulher",NA
210407,"95 a 99 anos","Mulher",1
210407,"90 a 94 anos","Mulher",6
210407,"85 a 89 anos","Mulher",15
210407,"80 a 84 anos","Mulher",17
210407,"75 a 79 anos","Mulher",41
210407,"70 a 74 anos","Mulher",72
210407,"65 a 69 anos","Mulher",91
210407,"60 a 64 anos","Mulher",107
210407,"55 a 59 anos","Mulher",126
210407,"50 a 54 anos","Mulher",174
210407,"45 a 49 anos","Mulher",164
210407,"40 a 44 anos","Mulher",201
210407,"35 a 39 anos","Mulher",194
210407,"30 a 34 anos","Mulher",286
210407,"25 a 29 anos","Mulher",277
210407,"20 a 24 anos","Mulher",273
210407,"15 a 19 anos","Mulher",423
210407,"10 a 14 anos","Mulher",550
210407,"5 a 9 anos","Mulher",473
210407,"0 a 4 anos","Mulher",369
210405,"Mais de 100 anos","Mulher",1
210405,"95 a 99 anos","Mulher",13
210405,"90 a 94 anos","Mulher",26
210405,"85 a 89 anos","Mulher",31
210405,"80 a 84 anos","Mulher",71
210405,"75 a 79 anos","Mulher",150
210405,"70 a 74 anos","Mulher",194
210405,"65 a 69 anos","Mulher",273
210405,"60 a 64 anos","Mulher",384
210405,"55 a 59 anos","Mulher",537
210405,"50 a 54 anos","Mulher",604
210405,"45 a 49 anos","Mulher",713
210405,"40 a 44 anos","Mulher",896
210405,"35 a 39 anos","Mulher",1041
210405,"30 a 34 anos","Mulher",1358
210405,"25 a 29 anos","Mulher",1658
210405,"20 a 24 anos","Mulher",1842
210405,"15 a 19 anos","Mulher",1837
210405,"10 a 14 anos","Mulher",179
210405,"5 a 9 anos","Mulher",1617
210405,"0 a 4 anos","Mulher",1782
210400,"Mais de 100 anos","Mulher",5
210400,"95 a 99 anos","Mulher",15
210400,"90 a 94 anos","Mulher",23
210400,"85 a 89 anos","Mulher",50
210400,"80 a 84 anos","Mulher",83
210400,"75 a 79 anos","Mulher",133
210400,"70 a 74 anos","Mulher",176
210400,"65 a 69 anos","Mulher",249
210400,"60 a 64 anos","Mulher",267
210400,"55 a 59 anos","Mulher",362
210400,"50 a 54 anos","Mulher",403
210400,"45 a 49 anos","Mulher",474
210400,"40 a 44 anos","Mulher",487
210400,"35 a 39 anos","Mulher",508
210400,"30 a 34 anos","Mulher",658
210400,"25 a 29 anos","Mulher",798
210400,"20 a 24 anos","Mulher",877
210400,"15 a 19 anos","Mulher",1019
210400,"10 a 14 anos","Mulher",985
210400,"5 a 9 anos","Mulher",885
210400,"0 a 4 anos","Mulher",920
210390,"Mais de 100 anos","Mulher",NA
210390,"95 a 99 anos","Mulher",4
210390,"90 a 94 anos","Mulher",15
210390,"85 a 89 anos","Mulher",16
210390,"80 a 84 anos","Mulher",30
210390,"75 a 79 anos","Mulher",50
210390,"70 a 74 anos","Mulher",78
210390,"65 a 69 anos","Mulher",104
210390,"60 a 64 anos","Mulher",137
210390,"55 a 59 anos","Mulher",174
210390,"50 a 54 anos","Mulher",183
210390,"45 a 49 anos","Mulher",215
210390,"40 a 44 anos","Mulher",252
210390,"35 a 39 anos","Mulher",267
210390,"30 a 34 anos","Mulher",365
210390,"25 a 29 anos","Mulher",392
210390,"20 a 24 anos","Mulher",481
210390,"15 a 19 anos","Mulher",597
210390,"10 a 14 anos","Mulher",667
210390,"5 a 9 anos","Mulher",653
210390,"0 a 4 anos","Mulher",586
210380,"Mais de 100 anos","Mulher",NA
210380,"95 a 99 anos","Mulher",11
210380,"90 a 94 anos","Mulher",30
210380,"85 a 89 anos","Mulher",64
210380,"80 a 84 anos","Mulher",102
210380,"75 a 79 anos","Mulher",163
210380,"70 a 74 anos","Mulher",264
210380,"65 a 69 anos","Mulher",276
210380,"60 a 64 anos","Mulher",391
210380,"55 a 59 anos","Mulher",465
210380,"50 a 54 anos","Mulher",469
210380,"45 a 49 anos","Mulher",554
210380,"40 a 44 anos","Mulher",689
210380,"35 a 39 anos","Mulher",778
210380,"30 a 34 anos","Mulher",897
210380,"25 a 29 anos","Mulher",975
210380,"20 a 24 anos","Mulher",1079
210380,"15 a 19 anos","Mulher",124
210380,"10 a 14 anos","Mulher",1205
210380,"5 a 9 anos","Mulher",1036
210380,"0 a 4 anos","Mulher",1043
210375,"Mais de 100 anos","Mulher",4
210375,"95 a 99 anos","Mulher",6
210375,"90 a 94 anos","Mulher",12
210375,"85 a 89 anos","Mulher",30
210375,"80 a 84 anos","Mulher",43
210375,"75 a 79 anos","Mulher",74
210375,"70 a 74 anos","Mulher",119
210375,"65 a 69 anos","Mulher",139
210375,"60 a 64 anos","Mulher",198
210375,"55 a 59 anos","Mulher",216
210375,"50 a 54 anos","Mulher",240
210375,"45 a 49 anos","Mulher",299
210375,"40 a 44 anos","Mulher",309
210375,"35 a 39 anos","Mulher",332
210375,"30 a 34 anos","Mulher",421
210375,"25 a 29 anos","Mulher",565
210375,"20 a 24 anos","Mulher",593
210375,"15 a 19 anos","Mulher",606
210375,"10 a 14 anos","Mulher",792
210375,"5 a 9 anos","Mulher",691
210375,"0 a 4 anos","Mulher",619
210370,"Mais de 100 anos","Mulher",1
210370,"95 a 99 anos","Mulher",22
210370,"90 a 94 anos","Mulher",42
210370,"85 a 89 anos","Mulher",73
210370,"80 a 84 anos","Mulher",153
210370,"75 a 79 anos","Mulher",282
210370,"70 a 74 anos","Mulher",353
210370,"65 a 69 anos","Mulher",463
210370,"60 a 64 anos","Mulher",473
210370,"55 a 59 anos","Mulher",613
210370,"50 a 54 anos","Mulher",712
210370,"45 a 49 anos","Mulher",807
210370,"40 a 44 anos","Mulher",880
210370,"35 a 39 anos","Mulher",978
210370,"30 a 34 anos","Mulher",1139
210370,"25 a 29 anos","Mulher",1306
210370,"20 a 24 anos","Mulher",1342
210370,"15 a 19 anos","Mulher",1558
210370,"10 a 14 anos","Mulher",1805
210370,"5 a 9 anos","Mulher",1718
210370,"0 a 4 anos","Mulher",1333
210360,"Mais de 100 anos","Mulher",10
210360,"95 a 99 anos","Mulher",37
210360,"90 a 94 anos","Mulher",98
210360,"85 a 89 anos","Mulher",147
210360,"80 a 84 anos","Mulher",204
210360,"75 a 79 anos","Mulher",409
210360,"70 a 74 anos","Mulher",571
210360,"65 a 69 anos","Mulher",775
210360,"60 a 64 anos","Mulher",911
210360,"55 a 59 anos","Mulher",117
210360,"50 a 54 anos","Mulher",129
210360,"45 a 49 anos","Mulher",1572
210360,"40 a 44 anos","Mulher",1641
210360,"35 a 39 anos","Mulher",1805
210360,"30 a 34 anos","Mulher",2217
210360,"25 a 29 anos","Mulher",2596
210360,"20 a 24 anos","Mulher",2956
210360,"15 a 19 anos","Mulher",2999
210360,"10 a 14 anos","Mulher",3428
210360,"5 a 9 anos","Mulher",3202
210360,"0 a 4 anos","Mulher",3025
210355,"Mais de 100 anos","Mulher",NA
210355,"95 a 99 anos","Mulher",NA
210355,"90 a 94 anos","Mulher",10
210355,"85 a 89 anos","Mulher",17
210355,"80 a 84 anos","Mulher",25
210355,"75 a 79 anos","Mulher",49
210355,"70 a 74 anos","Mulher",97
210355,"65 a 69 anos","Mulher",111
210355,"60 a 64 anos","Mulher",120
210355,"55 a 59 anos","Mulher",215
210355,"50 a 54 anos","Mulher",255
210355,"45 a 49 anos","Mulher",289
210355,"40 a 44 anos","Mulher",289
210355,"35 a 39 anos","Mulher",335
210355,"30 a 34 anos","Mulher",506
210355,"25 a 29 anos","Mulher",589
210355,"20 a 24 anos","Mulher",637
210355,"15 a 19 anos","Mulher",674
210355,"10 a 14 anos","Mulher",905
210355,"5 a 9 anos","Mulher",910
210355,"0 a 4 anos","Mulher",922
210350,"Mais de 100 anos","Mulher",3
210350,"95 a 99 anos","Mulher",20
210350,"90 a 94 anos","Mulher",47
210350,"85 a 89 anos","Mulher",71
210350,"80 a 84 anos","Mulher",122
210350,"75 a 79 anos","Mulher",231
210350,"70 a 74 anos","Mulher",340
210350,"65 a 69 anos","Mulher",413
210350,"60 a 64 anos","Mulher",517
210350,"55 a 59 anos","Mulher",695
210350,"50 a 54 anos","Mulher",781
210350,"45 a 49 anos","Mulher",952
210350,"40 a 44 anos","Mulher",986
210350,"35 a 39 anos","Mulher",1093
210350,"30 a 34 anos","Mulher",1399
210350,"25 a 29 anos","Mulher",1616
210350,"20 a 24 anos","Mulher",1794
210350,"15 a 19 anos","Mulher",2339
210350,"10 a 14 anos","Mulher",2382
210350,"5 a 9 anos","Mulher",1964
210350,"0 a 4 anos","Mulher",1972
210340,"Mais de 100 anos","Mulher",6
210340,"95 a 99 anos","Mulher",21
210340,"90 a 94 anos","Mulher",66
210340,"85 a 89 anos","Mulher",103
210340,"80 a 84 anos","Mulher",161
210340,"75 a 79 anos","Mulher",225
210340,"70 a 74 anos","Mulher",435
210340,"65 a 69 anos","Mulher",513
210340,"60 a 64 anos","Mulher",636
210340,"55 a 59 anos","Mulher",877
210340,"50 a 54 anos","Mulher",104
210340,"45 a 49 anos","Mulher",1191
210340,"40 a 44 anos","Mulher",1182
210340,"35 a 39 anos","Mulher",1308
210340,"30 a 34 anos","Mulher",1606
210340,"25 a 29 anos","Mulher",1957
210340,"20 a 24 anos","Mulher",2219
210340,"15 a 19 anos","Mulher",2538
210340,"10 a 14 anos","Mulher",2602
210340,"5 a 9 anos","Mulher",2568
210340,"0 a 4 anos","Mulher",2494
210330,"Mais de 100 anos","Mulher",12
210330,"95 a 99 anos","Mulher",52
210330,"90 a 94 anos","Mulher",160
210330,"85 a 89 anos","Mulher",302
210330,"80 a 84 anos","Mulher",511
210330,"75 a 79 anos","Mulher",877
210330,"70 a 74 anos","Mulher",1246
210330,"65 a 69 anos","Mulher",1734
210330,"60 a 64 anos","Mulher",1928
210330,"55 a 59 anos","Mulher",2337
210330,"50 a 54 anos","Mulher",2576
210330,"45 a 49 anos","Mulher",295
210330,"40 a 44 anos","Mulher",3101
210330,"35 a 39 anos","Mulher",3363
210330,"30 a 34 anos","Mulher",4168
210330,"25 a 29 anos","Mulher",4926
210330,"20 a 24 anos","Mulher",5517
210330,"15 a 19 anos","Mulher",6118
210330,"10 a 14 anos","Mulher",6564
210330,"5 a 9 anos","Mulher",608
210330,"0 a 4 anos","Mulher",6113
210325,"Mais de 100 anos","Mulher",NA
210325,"95 a 99 anos","Mulher",5
210325,"90 a 94 anos","Mulher",20
210325,"85 a 89 anos","Mulher",18
210325,"80 a 84 anos","Mulher",42
210325,"75 a 79 anos","Mulher",74
210325,"70 a 74 anos","Mulher",106
210325,"65 a 69 anos","Mulher",154
210325,"60 a 64 anos","Mulher",169
210325,"55 a 59 anos","Mulher",225
210325,"50 a 54 anos","Mulher",311
210325,"45 a 49 anos","Mulher",305
210325,"40 a 44 anos","Mulher",345
210325,"35 a 39 anos","Mulher",360
210325,"30 a 34 anos","Mulher",490
210325,"25 a 29 anos","Mulher",588
210325,"20 a 24 anos","Mulher",626
210325,"15 a 19 anos","Mulher",633
210325,"10 a 14 anos","Mulher",760
210325,"5 a 9 anos","Mulher",723
210325,"0 a 4 anos","Mulher",716
210320,"Mais de 100 anos","Mulher",28
210320,"95 a 99 anos","Mulher",30
210320,"90 a 94 anos","Mulher",76
210320,"85 a 89 anos","Mulher",146
210320,"80 a 84 anos","Mulher",236
210320,"75 a 79 anos","Mulher",414
210320,"70 a 74 anos","Mulher",639
210320,"65 a 69 anos","Mulher",809
210320,"60 a 64 anos","Mulher",1011
210320,"55 a 59 anos","Mulher",1292
210320,"50 a 54 anos","Mulher",1443
210320,"45 a 49 anos","Mulher",1609
210320,"40 a 44 anos","Mulher",1853
210320,"35 a 39 anos","Mulher",2074
210320,"30 a 34 anos","Mulher",2603
210320,"25 a 29 anos","Mulher",3124
210320,"20 a 24 anos","Mulher",3782
210320,"15 a 19 anos","Mulher",3818
210320,"10 a 14 anos","Mulher",4253
210320,"5 a 9 anos","Mulher",3935
210320,"0 a 4 anos","Mulher",3932
210317,"Mais de 100 anos","Mulher",NA
210317,"95 a 99 anos","Mulher",2
210317,"90 a 94 anos","Mulher",3
210317,"85 a 89 anos","Mulher",4
210317,"80 a 84 anos","Mulher",16
210317,"75 a 79 anos","Mulher",51
210317,"70 a 74 anos","Mulher",55
210317,"65 a 69 anos","Mulher",100
210317,"60 a 64 anos","Mulher",164
210317,"55 a 59 anos","Mulher",165
210317,"50 a 54 anos","Mulher",218
210317,"45 a 49 anos","Mulher",300
210317,"40 a 44 anos","Mulher",350
210317,"35 a 39 anos","Mulher",458
210317,"30 a 34 anos","Mulher",598
210317,"25 a 29 anos","Mulher",793
210317,"20 a 24 anos","Mulher",895
210317,"15 a 19 anos","Mulher",830
210317,"10 a 14 anos","Mulher",1088
210317,"5 a 9 anos","Mulher",1141
210317,"0 a 4 anos","Mulher",106
210315,"Mais de 100 anos","Mulher",NA
210315,"95 a 99 anos","Mulher",1
210315,"90 a 94 anos","Mulher",8
210315,"85 a 89 anos","Mulher",3
210315,"80 a 84 anos","Mulher",14
210315,"75 a 79 anos","Mulher",38
210315,"70 a 74 anos","Mulher",49
210315,"65 a 69 anos","Mulher",96
210315,"60 a 64 anos","Mulher",97
210315,"55 a 59 anos","Mulher",160
210315,"50 a 54 anos","Mulher",185
210315,"45 a 49 anos","Mulher",266
210315,"40 a 44 anos","Mulher",292
210315,"35 a 39 anos","Mulher",319
210315,"30 a 34 anos","Mulher",401
210315,"25 a 29 anos","Mulher",539
210315,"20 a 24 anos","Mulher",647
210315,"15 a 19 anos","Mulher",669
210315,"10 a 14 anos","Mulher",730
210315,"5 a 9 anos","Mulher",742
210315,"0 a 4 anos","Mulher",668
210312,"Mais de 100 anos","Mulher",2
210312,"95 a 99 anos","Mulher",7
210312,"90 a 94 anos","Mulher",9
210312,"85 a 89 anos","Mulher",14
210312,"80 a 84 anos","Mulher",24
210312,"75 a 79 anos","Mulher",51
210312,"70 a 74 anos","Mulher",71
210312,"65 a 69 anos","Mulher",97
210312,"60 a 64 anos","Mulher",103
210312,"55 a 59 anos","Mulher",121
210312,"50 a 54 anos","Mulher",152
210312,"45 a 49 anos","Mulher",143
210312,"40 a 44 anos","Mulher",171
210312,"35 a 39 anos","Mulher",217
210312,"30 a 34 anos","Mulher",249
210312,"25 a 29 anos","Mulher",307
210312,"20 a 24 anos","Mulher",323
210312,"15 a 19 anos","Mulher",429
210312,"10 a 14 anos","Mulher",452
210312,"5 a 9 anos","Mulher",454
210312,"0 a 4 anos","Mulher",404
210310,"Mais de 100 anos","Mulher",1
210310,"95 a 99 anos","Mulher",7
210310,"90 a 94 anos","Mulher",11
210310,"85 a 89 anos","Mulher",28
210310,"80 a 84 anos","Mulher",35
210310,"75 a 79 anos","Mulher",77
210310,"70 a 74 anos","Mulher",110
210310,"65 a 69 anos","Mulher",124
210310,"60 a 64 anos","Mulher",122
210310,"55 a 59 anos","Mulher",171
210310,"50 a 54 anos","Mulher",206
210310,"45 a 49 anos","Mulher",249
210310,"40 a 44 anos","Mulher",267
210310,"35 a 39 anos","Mulher",315
210310,"30 a 34 anos","Mulher",407
210310,"25 a 29 anos","Mulher",421
210310,"20 a 24 anos","Mulher",463
210310,"15 a 19 anos","Mulher",511
210310,"10 a 14 anos","Mulher",475
210310,"5 a 9 anos","Mulher",483
210310,"0 a 4 anos","Mulher",419
210300,"Mais de 100 anos","Mulher",44
210300,"95 a 99 anos","Mulher",86
210300,"90 a 94 anos","Mulher",218
210300,"85 a 89 anos","Mulher",498
210300,"80 a 84 anos","Mulher",771
210300,"75 a 79 anos","Mulher",1154
210300,"70 a 74 anos","Mulher",1667
210300,"65 a 69 anos","Mulher",2113
210300,"60 a 64 anos","Mulher",251
210300,"55 a 59 anos","Mulher",3079
210300,"50 a 54 anos","Mulher",3454
210300,"45 a 49 anos","Mulher",4108
210300,"40 a 44 anos","Mulher",4521
210300,"35 a 39 anos","Mulher",4774
210300,"30 a 34 anos","Mulher",6014
210300,"25 a 29 anos","Mulher",6826
210300,"20 a 24 anos","Mulher",7641
210300,"15 a 19 anos","Mulher",7785
210300,"10 a 14 anos","Mulher",7883
210300,"5 a 9 anos","Mulher",7671
210300,"0 a 4 anos","Mulher",723
210290,"Mais de 100 anos","Mulher",2
210290,"95 a 99 anos","Mulher",9
210290,"90 a 94 anos","Mulher",19
210290,"85 a 89 anos","Mulher",29
210290,"80 a 84 anos","Mulher",66
210290,"75 a 79 anos","Mulher",112
210290,"70 a 74 anos","Mulher",164
210290,"65 a 69 anos","Mulher",203
210290,"60 a 64 anos","Mulher",203
210290,"55 a 59 anos","Mulher",292
210290,"50 a 54 anos","Mulher",352
210290,"45 a 49 anos","Mulher",426
210290,"40 a 44 anos","Mulher",493
210290,"35 a 39 anos","Mulher",591
210290,"30 a 34 anos","Mulher",748
210290,"25 a 29 anos","Mulher",897
210290,"20 a 24 anos","Mulher",1115
210290,"15 a 19 anos","Mulher",1212
210290,"10 a 14 anos","Mulher",1385
210290,"5 a 9 anos","Mulher",121
210290,"0 a 4 anos","Mulher",114
210280,"Mais de 100 anos","Mulher",5
210280,"95 a 99 anos","Mulher",11
210280,"90 a 94 anos","Mulher",34
210280,"85 a 89 anos","Mulher",59
210280,"80 a 84 anos","Mulher",137
210280,"75 a 79 anos","Mulher",183
210280,"70 a 74 anos","Mulher",269
210280,"65 a 69 anos","Mulher",322
210280,"60 a 64 anos","Mulher",394
210280,"55 a 59 anos","Mulher",451
210280,"50 a 54 anos","Mulher",538
210280,"45 a 49 anos","Mulher",576
210280,"40 a 44 anos","Mulher",648
210280,"35 a 39 anos","Mulher",705
210280,"30 a 34 anos","Mulher",816
210280,"25 a 29 anos","Mulher",904
210280,"20 a 24 anos","Mulher",982
210280,"15 a 19 anos","Mulher",1123
210280,"10 a 14 anos","Mulher",1309
210280,"5 a 9 anos","Mulher",1153
210280,"0 a 4 anos","Mulher",1055
210275,"Mais de 100 anos","Mulher",NA
210275,"95 a 99 anos","Mulher",6
210275,"90 a 94 anos","Mulher",11
210275,"85 a 89 anos","Mulher",38
210275,"80 a 84 anos","Mulher",51
210275,"75 a 79 anos","Mulher",83
210275,"70 a 74 anos","Mulher",107
210275,"65 a 69 anos","Mulher",157
210275,"60 a 64 anos","Mulher",174
210275,"55 a 59 anos","Mulher",231
210275,"50 a 54 anos","Mulher",234
210275,"45 a 49 anos","Mulher",285
210275,"40 a 44 anos","Mulher",260
210275,"35 a 39 anos","Mulher",300
210275,"30 a 34 anos","Mulher",359
210275,"25 a 29 anos","Mulher",480
210275,"20 a 24 anos","Mulher",426
210275,"15 a 19 anos","Mulher",540
210275,"10 a 14 anos","Mulher",578
210275,"5 a 9 anos","Mulher",520
210275,"0 a 4 anos","Mulher",513
210270,"Mais de 100 anos","Mulher",7
210270,"95 a 99 anos","Mulher",11
210270,"90 a 94 anos","Mulher",43
210270,"85 a 89 anos","Mulher",40
210270,"80 a 84 anos","Mulher",56
210270,"75 a 79 anos","Mulher",92
210270,"70 a 74 anos","Mulher",154
210270,"65 a 69 anos","Mulher",163
210270,"60 a 64 anos","Mulher",226
210270,"55 a 59 anos","Mulher",310
210270,"50 a 54 anos","Mulher",351
210270,"45 a 49 anos","Mulher",413
210270,"40 a 44 anos","Mulher",621
210270,"35 a 39 anos","Mulher",588
210270,"30 a 34 anos","Mulher",758
210270,"25 a 29 anos","Mulher",861
210270,"20 a 24 anos","Mulher",987
210270,"15 a 19 anos","Mulher",1107
210270,"10 a 14 anos","Mulher",1318
210270,"5 a 9 anos","Mulher",1142
210270,"0 a 4 anos","Mulher",946
210260,"Mais de 100 anos","Mulher",1
210260,"95 a 99 anos","Mulher",9
210260,"90 a 94 anos","Mulher",17
210260,"85 a 89 anos","Mulher",21
210260,"80 a 84 anos","Mulher",57
210260,"75 a 79 anos","Mulher",83
210260,"70 a 74 anos","Mulher",131
210260,"65 a 69 anos","Mulher",162
210260,"60 a 64 anos","Mulher",235
210260,"55 a 59 anos","Mulher",242
210260,"50 a 54 anos","Mulher",285
210260,"45 a 49 anos","Mulher",363
210260,"40 a 44 anos","Mulher",438
210260,"35 a 39 anos","Mulher",484
210260,"30 a 34 anos","Mulher",577
210260,"25 a 29 anos","Mulher",737
210260,"20 a 24 anos","Mulher",944
210260,"15 a 19 anos","Mulher",987
210260,"10 a 14 anos","Mulher",1025
210260,"5 a 9 anos","Mulher",1006
210260,"0 a 4 anos","Mulher",1011
210255,"Mais de 100 anos","Mulher",1
210255,"95 a 99 anos","Mulher",5
210255,"90 a 94 anos","Mulher",8
210255,"85 a 89 anos","Mulher",25
210255,"80 a 84 anos","Mulher",24
210255,"75 a 79 anos","Mulher",43
210255,"70 a 74 anos","Mulher",102
210255,"65 a 69 anos","Mulher",112
210255,"60 a 64 anos","Mulher",178
210255,"55 a 59 anos","Mulher",195
210255,"50 a 54 anos","Mulher",213
210255,"45 a 49 anos","Mulher",266
210255,"40 a 44 anos","Mulher",369
210255,"35 a 39 anos","Mulher",418
210255,"30 a 34 anos","Mulher",491
210255,"25 a 29 anos","Mulher",592
210255,"20 a 24 anos","Mulher",698
210255,"15 a 19 anos","Mulher",713
210255,"10 a 14 anos","Mulher",747
210255,"5 a 9 anos","Mulher",723
210255,"0 a 4 anos","Mulher",627
210250,"Mais de 100 anos","Mulher",1
210250,"95 a 99 anos","Mulher",6
210250,"90 a 94 anos","Mulher",17
210250,"85 a 89 anos","Mulher",41
210250,"80 a 84 anos","Mulher",57
210250,"75 a 79 anos","Mulher",90
210250,"70 a 74 anos","Mulher",133
210250,"65 a 69 anos","Mulher",169
210250,"60 a 64 anos","Mulher",195
210250,"55 a 59 anos","Mulher",310
210250,"50 a 54 anos","Mulher",342
210250,"45 a 49 anos","Mulher",361
210250,"40 a 44 anos","Mulher",388
210250,"35 a 39 anos","Mulher",440
210250,"30 a 34 anos","Mulher",592
210250,"25 a 29 anos","Mulher",795
210250,"20 a 24 anos","Mulher",851
210250,"15 a 19 anos","Mulher",911
210250,"10 a 14 anos","Mulher",1018
210250,"5 a 9 anos","Mulher",1115
210250,"0 a 4 anos","Mulher",997
210240,"Mais de 100 anos","Mulher",2
210240,"95 a 99 anos","Mulher",5
210240,"90 a 94 anos","Mulher",9
210240,"85 a 89 anos","Mulher",15
210240,"80 a 84 anos","Mulher",44
210240,"75 a 79 anos","Mulher",74
210240,"70 a 74 anos","Mulher",109
210240,"65 a 69 anos","Mulher",115
210240,"60 a 64 anos","Mulher",130
210240,"55 a 59 anos","Mulher",154
210240,"50 a 54 anos","Mulher",181
210240,"45 a 49 anos","Mulher",212
210240,"40 a 44 anos","Mulher",245
210240,"35 a 39 anos","Mulher",280
210240,"30 a 34 anos","Mulher",380
210240,"25 a 29 anos","Mulher",433
210240,"20 a 24 anos","Mulher",559
210240,"15 a 19 anos","Mulher",553
210240,"10 a 14 anos","Mulher",569
210240,"5 a 9 anos","Mulher",556
210240,"0 a 4 anos","Mulher",603
210237,"Mais de 100 anos","Mulher",4
210237,"95 a 99 anos","Mulher",9
210237,"90 a 94 anos","Mulher",11
210237,"85 a 89 anos","Mulher",13
210237,"80 a 84 anos","Mulher",12
210237,"75 a 79 anos","Mulher",29
210237,"70 a 74 anos","Mulher",47
210237,"65 a 69 anos","Mulher",77
210237,"60 a 64 anos","Mulher",80
210237,"55 a 59 anos","Mulher",117
210237,"50 a 54 anos","Mulher",142
210237,"45 a 49 anos","Mulher",158
210237,"40 a 44 anos","Mulher",181
210237,"35 a 39 anos","Mulher",192
210237,"30 a 34 anos","Mulher",257
210237,"25 a 29 anos","Mulher",300
210237,"20 a 24 anos","Mulher",363
210237,"15 a 19 anos","Mulher",515
210237,"10 a 14 anos","Mulher",562
210237,"5 a 9 anos","Mulher",488
210237,"0 a 4 anos","Mulher",486
210235,"Mais de 100 anos","Mulher",3
210235,"95 a 99 anos","Mulher",7
210235,"90 a 94 anos","Mulher",10
210235,"85 a 89 anos","Mulher",35
210235,"80 a 84 anos","Mulher",42
210235,"75 a 79 anos","Mulher",84
210235,"70 a 74 anos","Mulher",116
210235,"65 a 69 anos","Mulher",188
210235,"60 a 64 anos","Mulher",205
210235,"55 a 59 anos","Mulher",287
