"","cod_municipio","municipio","faixa_etaria","quantidade","sexo"
"5930",210408,"Fernando Falcão","50-54",178,"Masculino"
"5931",210409,"Formosa da Serra Negra","50-54",409,"Masculino"
"5932",210410,"Fortaleza dos Nogueiras","50-54",316,"Masculino"
"5933",210420,"Fortuna","50-54",347,"Masculino"
"5934",210430,"Godofredo Viana","50-54",318,"Masculino"
"5935",210440,"Gonçalves Dias","50-54",432,"Masculino"
"5936",210450,"Governador Archer","50-54",257,"Masculino"
"5937",210455,"Governador Edison Lobão","50-54",398,"Masculino"
"5938",210460,"Governador Eugênio Barros","50-54",329,"Masculino"
"5939",210462,"Governador Luiz Rocha","50-54",170,"Masculino"
"5940",210465,"Governador Newton Bello","50-54",208,"Masculino"
"5941",210467,"Governador Nunes Freire","50-54",430,"Masculino"
"5942",210470,"Graça Aranha","50-54",158,"Masculino"
"5943",210480,"Grajaú","50-54",1422,"Masculino"
"5944",210490,"Guimarães","50-54",322,"Masculino"
"5945",210500,"Humberto de Campos","50-54",575,"Masculino"
"5946",210510,"Icatu","50-54",579,"Masculino"
"5947",210515,"Igarapé do Meio","50-54",217,"Masculino"
"5948",210520,"Igarapé Grande","50-54",282,"Masculino"
"5949",210530,"Imperatriz","50-54",6074,"Masculino"
"5950",210535,"Itaipava do Grajaú","50-54",304,"Masculino"
"5951",210540,"Itapecuru Mirim","50-54",1458,"Masculino"
"5952",210542,"Itinga do Maranhão","50-54",659,"Masculino"
"5953",210545,"Jatobá","50-54",236,"Masculino"
"5954",210547,"Jenipapo dos Vieiras","50-54",272,"Masculino"
"5955",210550,"João Lisboa","50-54",520,"Masculino"
"5956",210560,"Joselândia","50-54",383,"Masculino"
"5957",210565,"Junco do Maranhão","50-54",77,"Masculino"
"5958",210570,"Lago da Pedra","50-54",1107,"Masculino"
"5959",210580,"Lago do Junco","50-54",246,"Masculino"
"5960",210594,"Lago dos Rodrigues","50-54",233,"Masculino"
"5961",210590,"Lago Verde","50-54",281,"Masculino"
"5962",210592,"Lagoa do Mato","50-54",276,"Masculino"
"5963",210596,"Lagoa Grande do Maranhão","50-54",241,"Masculino"
"5964",210598,"Lajeado Novo","50-54",217,"Masculino"
"5965",210600,"Lima Campos","50-54",282,"Masculino"
"5966",210610,"Loreto","50-54",307,"Masculino"
"5967",210620,"Luís Domingues","50-54",163,"Masculino"
"5968",210630,"Magalhães de Almeida","50-54",444,"Masculino"
"5969",210632,"Maracaçumé","50-54",415,"Masculino"
"5970",210635,"Marajá do Sena","50-54",175,"Masculino"
"5971",210637,"Maranhãozinho","50-54",402,"Masculino"
"5972",210640,"Mata Roma","50-54",315,"Masculino"
"5973",210650,"Matinha","50-54",556,"Masculino"
"5974",210660,"Matões","50-54",722,"Masculino"
"5975",210663,"Matões do Norte","50-54",358,"Masculino"
"5976",210667,"Milagres do Maranhão","50-54",143,"Masculino"
"5977",210670,"Mirador","50-54",447,"Masculino"
"5978",210675,"Miranda do Norte","50-54",558,"Masculino"
"5979",210680,"Mirinzal","50-54",406,"Masculino"
"5980",210690,"Monção","50-54",650,"Masculino"
"5981",210700,"Montes Altos","50-54",266,"Masculino"
"5982",210710,"Morros","50-54",365,"Masculino"
"5983",210720,"Nina Rodrigues","50-54",296,"Masculino"
"5984",210725,"Nova Colinas","50-54",134,"Masculino"
"5985",210730,"Nova Iorque","50-54",112,"Masculino"
"5986",210735,"Nova Olinda do Maranhão","50-54",408,"Masculino"
"5987",210740,"Olho d'Água das Cunhãs","50-54",514,"Masculino"
"5988",210745,"Olinda Nova do Maranhão","50-54",296,"Masculino"
"5989",210750,"Paço do Lumiar","50-54",3046,"Masculino"
"5990",210760,"Palmeirândia","50-54",501,"Masculino"
"5991",210770,"Paraibano","50-54",513,"Masculino"
"5992",210780,"Parnarama","50-54",779,"Masculino"
"5993",210790,"Passagem Franca","50-54",426,"Masculino"
"5994",210800,"Pastos Bons","50-54",428,"Masculino"
"5995",210805,"Paulino Neves","50-54",354,"Masculino"
"5996",210810,"Paulo Ramos","50-54",438,"Masculino"
"5997",210820,"Pedreiras","50-54",893,"Masculino"
"5998",210825,"Pedro do Rosário","50-54",498,"Masculino"
"5999",210830,"Penalva","50-54",764,"Masculino"
"6000",210840,"Peri Mirim","50-54",407,"Masculino"
"6001",210845,"Peritoró","50-54",481,"Masculino"
"6002",210850,"Pindaré-Mirim","50-54",632,"Masculino"
"6003",210860,"Pinheiro","50-54",1865,"Masculino"
"6004",210870,"Pio XII","50-54",459,"Masculino"
"6005",210880,"Pirapemas","50-54",401,"Masculino"
"6006",210890,"Poção de Pedras","50-54",473,"Masculino"
"6007",210900,"Porto Franco","50-54",544,"Masculino"
"6008",210905,"Porto Rico do Maranhão","50-54",172,"Masculino"
"6009",210910,"Presidente Dutra","50-54",1078,"Masculino"
"6010",210920,"Presidente Juscelino","50-54",222,"Masculino"
"6011",210923,"Presidente Médici","50-54",135,"Masculino"
"6012",210927,"Presidente Sarney","50-54",349,"Masculino"
"6013",210930,"Presidente Vargas","50-54",209,"Masculino"
"6014",210940,"Primeira Cruz","50-54",339,"Masculino"
"6015",210945,"Raposa","50-54",693,"Masculino"
"6016",210950,"Riachão","50-54",516,"Masculino"
"6017",210955,"Ribamar Fiquene","50-54",208,"Masculino"
"6018",210960,"Rosário","50-54",950,"Masculino"
"6019",210970,"Sambaíba","50-54",168,"Masculino"
"6020",210975,"Santa Filomena do Maranhão","50-54",180,"Masculino"
"6021",210980,"Santa Helena","50-54",810,"Masculino"
"6022",210990,"Santa Inês","50-54",1895,"Masculino"
"6023",211000,"Santa Luzia","50-54",1502,"Masculino"
"6024",211003,"Santa Luzia do Paruá","50-54",535,"Masculino"
"6025",211010,"Santa Quitéria do Maranhão","50-54",538,"Masculino"
"6026",211020,"Santa Rita","50-54",772,"Masculino"
"6027",211023,"Santana do Maranhão","50-54",259,"Masculino"
"6028",211027,"Santo Amaro do Maranhão","50-54",301,"Masculino"
"6029",211030,"Santo Antônio dos Lopes","50-54",335,"Masculino"
"6030",211040,"São Benedito do Rio Preto","50-54",326,"Masculino"
"6031",211050,"São Bento","50-54",1162,"Masculino"
"6032",211060,"São Bernardo","50-54",619,"Masculino"
"6033",211065,"São Domingos do Azeitão","50-54",197,"Masculino"
"6034",211070,"São Domingos do Maranhão","50-54",850,"Masculino"
"6035",211080,"São Félix de Balsas","50-54",139,"Masculino"
"6036",211085,"São Francisco do Brejão","50-54",236,"Masculino"
"6037",211090,"São Francisco do Maranhão","50-54",313,"Masculino"
"6038",211100,"São João Batista","50-54",455,"Masculino"
"6039",211102,"São João do Carú","50-54",300,"Masculino"
"6040",211105,"São João do Paraíso","50-54",326,"Masculino"
"6041",211107,"São João do Soter","50-54",388,"Masculino"
"6042",211110,"São João dos Patos","50-54",656,"Masculino"
"6043",211120,"São José de Ribamar","50-54",4210,"Masculino"
"6044",211125,"São José dos Basílios","50-54",160,"Masculino"
"6045",211130,"São Luís","50-54",27381,"Masculino"
"6046",211140,"São Luís Gonzaga do Maranhão","50-54",466,"Masculino"
"6047",211150,"São Mateus do Maranhão","50-54",928,"Masculino"
"6048",211153,"São Pedro da Água Branca","50-54",249,"Masculino"
"6049",211157,"São Pedro dos Crentes","50-54",129,"Masculino"
"6050",211160,"São Raimundo das Mangabeiras","50-54",540,"Masculino"
"6051",211163,"São Raimundo do Doca Bezerra","50-54",123,"Masculino"
"6052",211167,"São Roberto","50-54",148,"Masculino"
"6053",211170,"São Vicente Ferrer","50-54",533,"Masculino"
"6054",211172,"Satubinha","50-54",262,"Masculino"
"6055",211174,"Senador Alexandre Costa","50-54",216,"Masculino"
"6056",211176,"Senador La Rocque","50-54",288,"Masculino"
"6057",211178,"Serrano do Maranhão","50-54",224,"Masculino"
"6058",211180,"Sítio Novo","50-54",502,"Masculino"
"6059",211190,"Sucupira do Norte","50-54",273,"Masculino"
"6060",211195,"Sucupira do Riachão","50-54",153,"Masculino"
"6061",211200,"Tasso Fragoso","50-54",163,"Masculino"
"6062",211210,"Timbiras","50-54",598,"Masculino"
"6063",211220,"Timon","50-54",3888,"Masculino"
"6064",211223,"Trizidela do Vale","50-54",521,"Masculino"
"6065",211227,"Tufilândia","50-54",121,"Masculino"
"6066",211230,"Tuntum","50-54",989,"Masculino"
"6067",211240,"Turiaçu","50-54",692,"Masculino"
"6068",211245,"Turilândia","50-54",491,"Masculino"
"6069",211250,"Tutóia","50-54",1238,"Masculino"
"6070",211260,"Urbano Santos","50-54",570,"Masculino"
"6071",211270,"Vargem Grande","50-54",1057,"Masculino"
"6072",211280,"Viana","50-54",1056,"Masculino"
"6073",211285,"Vila Nova dos Martírios","50-54",284,"Masculino"
"6074",211290,"Vitória do Mearim","50-54",721,"Masculino"
"6075",211300,"Vitorino Freire","50-54",750,"Masculino"
"6076",211400,"Zé Doca","50-54",1048,"Masculino"
"6077",210005,"Açailândia","55-59",2075,"Masculino"
"6078",210010,"Afonso Cunha","55-59",105,"Masculino"
"6079",210015,"Água Doce do Maranhão","55-59",230,"Masculino"
"6080",210020,"Alcântara","55-59",503,"Masculino"
"6081",210030,"Aldeias Altas","55-59",435,"Masculino"
"6082",210040,"Altamira do Maranhão","55-59",181,"Masculino"
"6083",210043,"Alto Alegre do Maranhão","55-59",462,"Masculino"
"6084",210047,"Alto Alegre do Pindaré","55-59",530,"Masculino"
"6085",210050,"Alto Parnaíba","55-59",253,"Masculino"
"6086",210055,"Amapá do Maranhão","55-59",126,"Masculino"
"6087",210060,"Amarante do Maranhão","55-59",678,"Masculino"
"6088",210070,"Anajatuba","55-59",536,"Masculino"
"6089",210080,"Anapurus","55-59",268,"Masculino"
"6090",210083,"Apicum-Açu","55-59",349,"Masculino"
"6091",210087,"Araguanã","55-59",224,"Masculino"
"6092",210090,"Araioses","55-59",924,"Masculino"
"6093",210095,"Arame","55-59",519,"Masculino"
"6094",210100,"Arari","55-59",549,"Masculino"
"6095",210110,"Axixá","55-59",215,"Masculino"
"6096",210120,"Bacabal","55-59",1898,"Masculino"
"6097",210125,"Bacabeira","55-59",266,"Masculino"
"6098",210130,"Bacuri","55-59",300,"Masculino"
"6099",210135,"Bacurituba","55-59",115,"Masculino"
"6100",210140,"Balsas","55-59",1476,"Masculino"
"6101",210150,"Barão de Grajaú","55-59",377,"Masculino"
"6102",210160,"Barra do Corda","55-59",1787,"Masculino"
"6103",210170,"Barreirinhas","55-59",959,"Masculino"
"6104",210177,"Bela Vista do Maranhão","55-59",194,"Masculino"
"6105",210173,"Belágua","55-59",107,"Masculino"
"6106",210180,"Benedito Leite","55-59",160,"Masculino"
"6107",210190,"Bequimão","55-59",496,"Masculino"
"6108",210193,"Bernardo do Mearim","55-59",143,"Masculino"
"6109",210197,"Boa Vista do Gurupi","55-59",173,"Masculino"
"6110",210200,"Bom Jardim","55-59",747,"Masculino"
"6111",210203,"Bom Jesus das Selvas","55-59",476,"Masculino"
"6112",210207,"Bom Lugar","55-59",250,"Masculino"
"6113",210210,"Brejo","55-59",617,"Masculino"
"6114",210215,"Brejo de Areia","55-59",146,"Masculino"
"6115",210220,"Buriti","55-59",475,"Masculino"
"6116",210230,"Buriti Bravo","55-59",505,"Masculino"
"6117",210232,"Buriticupu","55-59",1062,"Masculino"
"6118",210235,"Buritirana","55-59",277,"Masculino"
"6119",210237,"Cachoeira Grande","55-59",182,"Masculino"
"6120",210240,"Cajapió","55-59",219,"Masculino"
"6121",210250,"Cajari","55-59",301,"Masculino"
"6122",210255,"Campestre do Maranhão","55-59",263,"Masculino"
"6123",210260,"Cândido Mendes","55-59",389,"Masculino"
"6124",210270,"Cantanhede","55-59",388,"Masculino"
"6125",210275,"Capinzal do Norte","55-59",225,"Masculino"
"6126",210280,"Carolina","55-59",568,"Masculino"
"6127",210290,"Carutapera","55-59",383,"Masculino"
"6128",210300,"Caxias","55-59",3216,"Masculino"
"6129",210310,"Cedral","55-59",273,"Masculino"
"6130",210312,"Central do Maranhão","55-59",168,"Masculino"
"6131",210315,"Centro do Guilherme","55-59",165,"Masculino"
"6132",210317,"Centro Novo do Maranhão","55-59",274,"Masculino"
"6133",210320,"Chapadinha","55-59",1299,"Masculino"
"6134",210325,"Cidelândia","55-59",252,"Masculino"
"6135",210330,"Codó","55-59",2087,"Masculino"
"6136",210340,"Coelho Neto","55-59",948,"Masculino"
"6137",210350,"Colinas","55-59",792,"Masculino"
"6138",210355,"Conceição do Lago-Açu","55-59",220,"Masculino"
"6139",210360,"Coroatá","55-59",1246,"Masculino"
"6140",210370,"Cururupu","55-59",783,"Masculino"
"6141",210375,"Davinópolis","55-59",198,"Masculino"
"6142",210380,"Dom Pedro","55-59",499,"Masculino"
"6143",210390,"Duque Bacelar","55-59",209,"Masculino"
"6144",210400,"Esperantinópolis","55-59",344,"Masculino"
"6145",210405,"Estreito","55-59",798,"Masculino"
"6146",210407,"Feira Nova do Maranhão","55-59",202,"Masculino"
"6147",210408,"Fernando Falcão","55-59",187,"Masculino"
"6148",210409,"Formosa da Serra Negra","55-59",333,"Masculino"
"6149",210410,"Fortaleza dos Nogueiras","55-59",260,"Masculino"
"6150",210420,"Fortuna","55-59",342,"Masculino"
"6151",210430,"Godofredo Viana","55-59",230,"Masculino"
"6152",210440,"Gonçalves Dias","55-59",391,"Masculino"
"6153",210450,"Governador Archer","55-59",188,"Masculino"
"6154",210455,"Governador Edison Lobão","55-59",372,"Masculino"
"6155",210460,"Governador Eugênio Barros","55-59",327,"Masculino"
"6156",210462,"Governador Luiz Rocha","55-59",150,"Masculino"
"6157",210465,"Governador Newton Bello","55-59",163,"Masculino"
"6158",210467,"Governador Nunes Freire","55-59",399,"Masculino"
"6159",210470,"Graça Aranha","55-59",152,"Masculino"
"6160",210480,"Grajaú","55-59",1191,"Masculino"
"6161",210490,"Guimarães","55-59",261,"Masculino"
"6162",210500,"Humberto de Campos","55-59",490,"Masculino"
"6163",210510,"Icatu","55-59",462,"Masculino"
"6164",210515,"Igarapé do Meio","55-59",238,"Masculino"
"6165",210520,"Igarapé Grande","55-59",249,"Masculino"
"6166",210530,"Imperatriz","55-59",4899,"Masculino"
"6167",210535,"Itaipava do Grajaú","55-59",253,"Masculino"
"6168",210540,"Itapecuru Mirim","55-59",1249,"Masculino"
"6169",210542,"Itinga do Maranhão","55-59",538,"Masculino"
"6170",210545,"Jatobá","55-59",192,"Masculino"
"6171",210547,"Jenipapo dos Vieiras","55-59",221,"Masculino"
"6172",210550,"João Lisboa","55-59",433,"Masculino"
"6173",210560,"Joselândia","55-59",341,"Masculino"
"6174",210565,"Junco do Maranhão","55-59",58,"Masculino"
"6175",210570,"Lago da Pedra","55-59",984,"Masculino"
"6176",210580,"Lago do Junco","55-59",207,"Masculino"
"6177",210594,"Lago dos Rodrigues","55-59",190,"Masculino"
"6178",210590,"Lago Verde","55-59",277,"Masculino"
"6179",210592,"Lagoa do Mato","55-59",253,"Masculino"
"6180",210596,"Lagoa Grande do Maranhão","55-59",204,"Masculino"
"6181",210598,"Lajeado Novo","55-59",176,"Masculino"
"6182",210600,"Lima Campos","55-59",262,"Masculino"
"6183",210610,"Loreto","55-59",266,"Masculino"
"6184",210620,"Luís Domingues","55-59",144,"Masculino"
"6185",210630,"Magalhães de Almeida","55-59",387,"Masculino"
"6186",210632,"Maracaçumé","55-59",334,"Masculino"
"6187",210635,"Marajá do Sena","55-59",130,"Masculino"
"6188",210637,"Maranhãozinho","55-59",247,"Masculino"
"6189",210640,"Mata Roma","55-59",276,"Masculino"
"6190",210650,"Matinha","55-59",461,"Masculino"
"6191",210660,"Matões","55-59",622,"Masculino"
"6192",210663,"Matões do Norte","55-59",281,"Masculino"
"6193",210667,"Milagres do Maranhão","55-59",116,"Masculino"
"6194",210670,"Mirador","55-59",424,"Masculino"
"6195",210675,"Miranda do Norte","55-59",438,"Masculino"
"6196",210680,"Mirinzal","55-59",318,"Masculino"
"6197",210690,"Monção","55-59",589,"Masculino"
"6198",210700,"Montes Altos","55-59",186,"Masculino"
"6199",210710,"Morros","55-59",317,"Masculino"
"6200",210720,"Nina Rodrigues","55-59",201,"Masculino"
"6201",210725,"Nova Colinas","55-59",124,"Masculino"
"6202",210730,"Nova Iorque","55-59",107,"Masculino"
"6203",210735,"Nova Olinda do Maranhão","55-59",383,"Masculino"
"6204",210740,"Olho d'Água das Cunhãs","55-59",394,"Masculino"
"6205",210745,"Olinda Nova do Maranhão","55-59",281,"Masculino"
"6206",210750,"Paço do Lumiar","55-59",2231,"Masculino"
"6207",210760,"Palmeirândia","55-59",351,"Masculino"
"6208",210770,"Paraibano","55-59",464,"Masculino"
"6209",210780,"Parnarama","55-59",729,"Masculino"
"6210",210790,"Passagem Franca","55-59",423,"Masculino"
"6211",210800,"Pastos Bons","55-59",400,"Masculino"
"6212",210805,"Paulino Neves","55-59",239,"Masculino"
"6213",210810,"Paulo Ramos","55-59",367,"Masculino"
"6214",210820,"Pedreiras","55-59",820,"Masculino"
"6215",210825,"Pedro do Rosário","55-59",390,"Masculino"
"6216",210830,"Penalva","55-59",602,"Masculino"
"6217",210840,"Peri Mirim","55-59",290,"Masculino"
"6218",210845,"Peritoró","55-59",408,"Masculino"
"6219",210850,"Pindaré-Mirim","55-59",560,"Masculino"
"6220",210860,"Pinheiro","55-59",1606,"Masculino"
"6221",210870,"Pio XII","55-59",375,"Masculino"
"6222",210880,"Pirapemas","55-59",318,"Masculino"
"6223",210890,"Poção de Pedras","55-59",381,"Masculino"
"6224",210900,"Porto Franco","55-59",452,"Masculino"
"6225",210905,"Porto Rico do Maranhão","55-59",146,"Masculino"
"6226",210910,"Presidente Dutra","55-59",944,"Masculino"
"6227",210920,"Presidente Juscelino","55-59",182,"Masculino"
"6228",210923,"Presidente Médici","55-59",130,"Masculino"
"6229",210927,"Presidente Sarney","55-59",316,"Masculino"
"6230",210930,"Presidente Vargas","55-59",198,"Masculino"
"6231",210940,"Primeira Cruz","55-59",232,"Masculino"
"6232",210945,"Raposa","55-59",514,"Masculino"
"6233",210950,"Riachão","55-59",465,"Masculino"
"6234",210955,"Ribamar Fiquene","55-59",176,"Masculino"
"6235",210960,"Rosário","55-59",806,"Masculino"
"6236",210970,"Sambaíba","55-59",146,"Masculino"
"6237",210975,"Santa Filomena do Maranhão","55-59",145,"Masculino"
"6238",210980,"Santa Helena","55-59",656,"Masculino"
"6239",210990,"Santa Inês","55-59",1546,"Masculino"
"6240",211000,"Santa Luzia","55-59",1235,"Masculino"
"6241",211003,"Santa Luzia do Paruá","55-59",412,"Masculino"
"6242",211010,"Santa Quitéria do Maranhão","55-59",469,"Masculino"
"6243",211020,"Santa Rita","55-59",709,"Masculino"
"6244",211023,"Santana do Maranhão","55-59",201,"Masculino"
"6245",211027,"Santo Amaro do Maranhão","55-59",217,"Masculino"
"6246",211030,"Santo Antônio dos Lopes","55-59",327,"Masculino"
"6247",211040,"São Benedito do Rio Preto","55-59",294,"Masculino"
"6248",211050,"São Bento","55-59",877,"Masculino"
"6249",211060,"São Bernardo","55-59",495,"Masculino"
"6250",211065,"São Domingos do Azeitão","55-59",156,"Masculino"
"6251",211070,"São Domingos do Maranhão","55-59",660,"Masculino"
"6252",211080,"São Félix de Balsas","55-59",117,"Masculino"
"6253",211085,"São Francisco do Brejão","55-59",229,"Masculino"
"6254",211090,"São Francisco do Maranhão","55-59",263,"Masculino"
"6255",211100,"São João Batista","55-59",432,"Masculino"
"6256",211102,"São João do Carú","55-59",232,"Masculino"
